word,pos,cefr,sense_id,sense_hint,sense_zipf,global_zipf_rank
leader,noun,A2,leader.n.01,a person who rules or guides or inspires others,4.5975,354
assume,verb,B1,assume.v.01,take to be the case or to be true; accept without verification or proof,4.5973,355
sign,verb,A2,sign.v.01,mark with one's signature; write one's name (on),4.5951,356
record,noun,A2,phonograph_record.n.01,sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove,4.5948,357
reach,verb,A2,reach.v.01,"reach a destination, either real or abstract",4.5942,358
lab,noun,A2,lab.n.01,a workplace for the conduct of scientific research,4.5937,359
prove,verb,B1,prove.v.02,"establish the validity of something, as by an example, explanation or experiment",4.593,360
honest,adj,B1,honest.a.01,not disposed to cheat or defraud; not deceptive or fraudulent,4.5901,361
lie,noun,B1,lie.n.01,a statement that deviates from or perverts the truth,4.5893,362
loud,adj,A2,loud.a.01,characterized by or producing sound of great volume or intensity,4.5887,363
chest,noun,B1,thorax.n.02,the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates,4.5859,364
secret,noun,A2,secret.n.01,something that should remain hidden from others (especially information that is not to be passed on),4.585,365
hold,verb,A2,have.v.01,"have or possess, either in a concrete or an abstract sense",4.5817,366
face,verb,B1,confront.v.02,deal with (something unpleasant) head on,4.5815,367
perfectly,adv,B1,absolutely.r.01,completely and without qualification; used informally as intensifiers,4.5798,368
blow,verb,A2,blow.v.02,be blowing or storming,4.5796,369
jury,noun,B2,jury.n.01,a body of citizens sworn to give a true verdict according to the evidence presented in a court of law,4.5781,370
innocent,adj,B1,innocent.a.01,free from evil or guilt,4.5779,371
knee,noun,A2,knee.n.01,hinge joint in the human leg connecting the tibia and fibula with the femur and protected in front by the patella,4.5772,372
upset,verb,B1,upset.v.01,disturb the balance or stability of,4.5769,373
angel,noun,B2,angel.n.01,spiritual being attendant upon God,4.5768,374
noise,noun,A2,noise.n.01,sound of any kind (especially unintelligible or dissonant sound),4.5764,375
stick,verb,B1,stay.v.02,stay put (in a certain place),4.5752,376
judge,noun,B1,judge.n.01,a public official authorized to decide questions brought before a court of justice,4.5708,377
peace,noun,A2,peace.n.01,the state prevailing during the absence of war,4.5684,378
pocket,noun,A2,pocket.n.01,a small pouch inside a garment for carrying small articles,4.5676,379
planet,noun,A2,planet.n.01,"(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction",4.5675,380
smile,noun,A2,smile.n.01,a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement,4.5667,381
prisoner,noun,B1,prisoner.n.01,a person who is confined; especially a prisoner of war,4.5663,382
track,noun,B1,path.n.04,a line or route along which something travels or moves,4.5662,383
bear,verb,B1,bear.v.01,have,4.5647,384
better,adv,A2,better.r.01,comparative of `well'; in a better or more excellent manner or more advantageously or attractively or to a greater degree etc.,4.5637,385
level,noun,A2,degree.n.01,a position on a scale of intensity or amount or quality,4.5597,386
aware,adj,B1,aware.a.01,(sometimes followed by `of') having or showing knowledge or understanding or realization or perception,4.5596,387
accident,noun,A2,accident.n.02,anything that happens suddenly or by chance without an apparent cause,4.5588,388
gold,noun,A2,gold.n.01,coins made of gold,4.5588,389
smile,verb,A2,smile.v.01,"change one's facial expression by spreading the lips, often to signal pleasure",4.5586,390
general,adj,A2,general.a.01,applying to all or most members of a category or group,4.5572,391
smell,verb,A2,smell.v.02,emit an odor,4.5548,392
appreciate,verb,B1,appreciate.v.02,be fully aware of; realize fully,4.5548,393
pass,verb,A2,legislate.v.01,"make laws, bills, etc. or bring into effect by legislation",4.5529,394
pass,verb,A2,travel_by.v.01,move past,4.5529,395
ridiculous,adj,B2,pathetic.s.03,inspiring scornful pity; - Dashiell Hammett,4.551,396
warn,verb,B1,warn.v.01,"notify of danger, potential harm, or risk",4.5498,397
enter,verb,A2,enter.v.01,to come or go into,4.5496,398
file,noun,B1,file.n.01,a set of related records (either written or electronic) kept together,4.5494,399
cover,verb,A2,cover.v.01,provide with a covering or cause to be covered,4.548,400
shoulder,noun,A2,shoulder.n.01,the part of the body between the neck and the upper arm,4.5474,401
crew,noun,B2,crew.n.01,"the men and women who man a vehicle (ship, aircraft, etc.)",4.5473,402
responsibility,noun,B1,duty.n.01,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,4.5472,403
chief,adj,B1,chief.s.01,most important element,4.5462,404
funeral,noun,C1,funeral.n.01,a ceremony at which a dead person is buried or cremated,4.546,405
attorney,noun,B1,lawyer.n.01,a professional person authorized to practice law; conducts lawsuits or gives legal advice,4.5455,406
roof,noun,A2,roof.n.01,a protective covering that covers or forms the top of a building,4.5441,407
dry,adj,A2,dry.a.01,free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet,4.544,408
cancel,verb,B2,cancel.v.01,postpone indefinitely or annul something that was scheduled,4.544,409
board,noun,A2,board.n.01,a committee having supervisory powers,4.5439,410
fix,verb,A2,repair.v.01,restore by replacing a part or putting together what is torn or broken,4.5406,411
waste,verb,B1,waste.v.01,spend thoughtlessly; throw away,4.5405,412
destroy,verb,A2,destroy.v.02,destroy completely; damage irreparably,4.5404,413
lock,verb,A2,lock.v.01,fasten with a lock,4.5403,414
dream,verb,A2,dream.v.01,have a daydream; indulge in a fantasy,4.5399,415
dare,verb,B2,make_bold.v.01,"take upon oneself; act presumptuously, without permission",4.5394,416
suck,verb,C1,suck.v.01,draw into the mouth by creating a practical vacuum in the mouth,4.5389,417
allow,verb,A2,permit.v.01,"consent to, give permission",4.5383,418
fool,noun,B2,fool.n.01,a person who lacks good judgment,4.5372,419
base,verb,B1,establish.v.08,use as a basis for; found on,4.5349,420
incredible,adj,A2,incredible.a.01,beyond belief or understanding,4.5347,421
usual,adj,B1,usual.a.01,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,4.5342,422
remove,verb,A2,remove.v.01,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",4.5319,423
winner,noun,B1,winner.n.01,the contestant who wins the contest,4.5319,424
own,verb,A2,own.v.01,have ownership or possession of,4.5314,425
witness,noun,B2,witness.n.01,someone who sees an event and reports what happened,4.5298,426
right,adj,A2,right.a.01,being or located on or directed toward the side of the body to the east when facing north,4.5291,427
right,adj,A2,correct.a.01,free from error; especially conforming to fact or truth,4.5291,428
monkey,noun,A2,monkey.n.01,any of various long-tailed primates (excluding the prosimians),4.5272,429
nearly,adv,A2,about.r.07,(of actions or states) slightly short of or not quite accomplished; all but,4.527,430
deal,verb,A2,cover.v.05,act on verbally or in some form of artistic expression,4.5257,431
nut,noun,A2,nut.n.01,usually large hard-shelled seed,4.5254,432
blame,verb,B2,blame.v.01,put or pin the blame on,4.5251,433
remain,verb,B1,stay.v.01,stay the same; remain in a certain state,4.5249,434
feed,verb,A2,feed.v.01,provide as food,4.5234,435
detective,noun,A2,detective.n.01,a police officer who investigates crimes,4.5228,436
sudden,adj,B1,sudden.a.01,happening without warning or in a short space of time,4.522,437
warm,adj,A2,warm.a.01,having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat,4.5219,438
contract,noun,B1,contract.n.01,a binding agreement between two or more persons that is enforceable by law,4.5216,439
vacation,noun,A2,vacation.n.01,leisure time away from work devoted to rest or pleasure,4.5215,440
wet,adj,B1,wet.a.01,covered or soaked with a liquid such as water,4.5202,441
doubt,noun,B1,doubt.n.01,the state of being unsure of something,4.5194,442
crowd,noun,A2,crowd.n.01,a large number of things or people considered together,4.5192,443
suddenly,adv,B1,abruptly.r.01,quickly and without warning,4.5184,444
shake,verb,A2,shake.v.01,move or cause to move back and forth,4.5179,445
hero,noun,A2,hero.n.01,a man distinguished by exceptional courage and nobility and strength,4.5172,446
tight,adj,B1,tight.a.01,closely constrained or constricted or constricting,4.5138,447
unfortunately,adv,B1,unfortunately.r.01,by bad luck,4.5125,448
simply,adv,B1,merely.r.01,and nothing more,4.5117,449
gut,noun,C1,intestine.n.01,the part of the alimentary canal between the stomach and the anus,4.5112,450
hit,noun,A2,hit.n.01,(baseball) a successful stroke in an athletic contest (especially in baseball),4.511,451
receive,verb,A2,receive.v.01,get something; come into possession of,4.5072,452
bless,verb,C1,bless.v.01,give a benediction to,4.5069,453
bear,noun,A2,bear.n.01,massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws,4.5066,454
sign,verb,A2,sign.v.02,"approve and express assent, responsibility, or obligation",4.5049,455
village,noun,B1,village.n.01,a community of people smaller than a town,4.5048,456
file,verb,B2,file.v.01,record in a public office or in a court of law,4.5045,457
need,noun,A2,need.n.01,a condition requiring relief,4.5035,458
finally,adv,A2,last.r.02,the item at the end,4.5034,459
freedom,noun,B2,freedom.n.01,the condition of being free; the power to act or speak or think without externally imposed restraints,4.5028,460
bone,noun,A2,bone.n.01,rigid connective tissue that makes up the skeleton of vertebrates,4.5013,461
star,verb,B1,star.v.01,feature as the star,4.499,462
escape,verb,B1,escape.v.01,run away from confinement,4.4984,463
suggest,verb,B1,propose.v.01,"make a proposal, declare a plan for something",4.4983,464
pressure,noun,B1,pressure.n.01,the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit),4.4969,465
suicide,noun,C1,suicide.n.01,the act of killing yourself,4.4962,466
treat,verb,B2,treat.v.01,interact in a certain way,4.495,467
familiar,adj,B1,familiar.a.01,well known or easily recognized,4.4946,468
terrific,adj,C1,fantastic.s.02,extraordinarily good or great ; used especially as intensifiers,4.4945,469
surgery,noun,B2,surgery.n.01,the branch of medical science that treats disease or injury by operative procedures,4.4942,470
uniform,noun,B1,uniform.n.01,clothing of distinctive design worn by members of a particular group as a means of identification,4.4926,471
bank,noun,B1,bank.n.01,sloping land (especially the slope beside a body of water),4.4921,472
manage,verb,A2,pull_off.v.03,be successful; achieve a goal,4.4919,473
training,noun,B1,training.n.01,activity leading to skilled behavior,4.4906,474
engine,noun,A2,engine.n.01,motor that converts thermal energy to mechanical work,4.4903,475
best,noun,A2,best.n.01,the supreme effort one can make,4.49,476
gate,noun,A2,gate.n.01,a movable barrier in a fence or wall,4.4884,477
pill,noun,B2,pill.n.01,something that resembles a tablet of medicine in shape or size,4.4871,478
bother,verb,B1,annoy.v.01,"cause annoyance in; disturb, especially by minor irritations",4.4857,479
wild,adj,B1,wild.a.01,marked by extreme lack of restraint or control,4.485,480
doubt,verb,B1,doubt.v.01,consider unlikely or have doubts about,4.4849,481
thief,noun,B1,thief.n.01,a criminal who takes property belonging to someone else with the intention of keeping it or selling it,4.4844,482
effect,noun,A2,consequence.n.01,a phenomenon that follows and is caused by some previous phenomenon,4.4838,483
male,adj,A2,male.a.01,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,4.4832,484
throat,noun,B1,throat.n.01,the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone,4.483,485
blow,verb,A2,blow.v.01,exhale hard,4.4827,486
firm,noun,B2,firm.n.01,the members of a business organization that owns or operates one or more establishments,4.4827,487
lock,verb,A2,engage.v.10,keep engaged,4.4824,488
term,noun,B1,term.n.01,a word or expression used for some particular thing,4.4792,489
total,adj,B1,entire.s.01,constituting the full quantity or extent; complete,4.4792,490
fool,noun,B2,chump.n.01,a person who is gullible and easy to take advantage of,4.4792,491
memory,noun,A2,memory.n.01,something that is remembered,4.479,492
grade,noun,B1,class.n.02,a body of students who are taught together,4.479,493
hill,noun,A2,hill.n.01,a local and well-defined elevation of the land,4.4789,494
respect,noun,B1,respect.n.01,(usually preceded by `in') a detail or point,4.4753,495
blind,adj,B2,blind.a.01,unable to see; --Kenneth Jernigan,4.4727,496
afford,verb,B1,afford.v.01,be able to spare or give up,4.4718,497
provide,verb,A2,supply.v.01,give something useful or necessary to,4.4715,498
bleed,verb,C1,shed_blood.v.02,lose blood from one's body,4.4711,499
sexual,adj,B1,sexual.a.01,of or relating to or characterized by sexuality,4.471,500
cookie,noun,A2,cookie.n.01,any of various small flat sweet cakes (`biscuit' is the British term),4.4705,501
